"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","year_ended","Primary topic","Secondary (if needed)","Third topic","text","cable_id","highlight","cable_owner","curr_not_in_use","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","(data centre) type","street address","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"3941","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","62 | Egypt","","31.23270","31.04005","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3942","2 | Tencent","7 | Investment or joint venture","","54 | Germany","Munich","48.08477","11.29701","Lilium","2017","","","","","<p>In 2017 and 2019, Tencent and others invested US$90 million and $202 million in Lilium, which is an on-demand air taxi service powered by the all-electric vertical take-off and landing Lilium jet. <a href=""https://www.orfonline.org/research/exploring-the-promises-and-perils-of-chinese-investments-in-tech-startups-the-case-of-germany/"">Source.</a></p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3943","2 | Tencent","7 | Investment or joint venture","","54 | Germany","Berlin","52.51608","13.41243","N26 Bank","2018","","","","","<p>Between 2018 and 2020, Tencent and others invested US$570 million in N26 Bank's AI technology services. <a href=""https://www.orfonline.org/research/exploring-the-promises-and-perils-of-chinese-investments-in-tech-startups-the-case-of-germany/"">Source</a>.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3944","2 | Tencent","7 | Investment or joint venture","","54 | Germany","Frankfurt","50.10637","8.67146","Clark","2021","","","","","<p>In January 2021, Tencent and others invested &euro;69 million into Clark, a digital insurance broker. <a href=""https://www.orfonline.org/research/exploring-the-promises-and-perils-of-chinese-investments-in-tech-startups-the-case-of-germany/"">Source</a>.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3945","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","151 | Mauritius","","-20.25979","57.65627","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3946","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","9 | Angola","","-10.94272","17.08250","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3947","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","66 | Ethiopia","","9.51181","39.27522","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3948","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","226 | Uganda","","1.10351","32.16634","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3949","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","193 | Sudan","","15.27415","32.17294","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3950","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","189 | Rwanda","","-2.06433","29.95500","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3951","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","208 | Eswatini","","-26.61974","31.48243","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3952","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","24 | Burundi","","-3.24404","29.97510","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3953","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","64 | Eritrea","","15.53667","38.31125","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3954","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","55 | Djibouti","","11.47653","42.45200","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3955","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","117 | Comoros","","-11.76446","43.32511","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3956","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","139 | Madagascar","","-20.18056","45.95298","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3957","8 | ZTE","15 | Telecommunications or ICT","9 | Commercial partnership","244 | Zambia","","-14.91336","27.75144","COMESA deal","2003","","","","","<p>In 2003, ZTE <a href=""http://archive.is/eODuG"">signed a deal</a> with Africa's free trade bloc, the Common Market for Eastern and Southern Africa (COMESA), to install a new communication system in 20 countries on the continent as part of the Comtel project. ZTE was put in charge of installing fibre-optic cables across the region.</p>
<p>The 20 COMESA members are Zambia, Zimbabwe, Kenya, Malawi, Namibia, Seychelles, the Democratic Republic of Congo, Egypt, Mauritius, Angola, Ethiopia, Uganda, Sudan, Rwanda, Swaziland, Burundi, Eritrea, Djibouti, Comoros and Madagascar.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3958","8 | ZTE","6 | Manufacturing facility","15 | Telecommunications or ICT","59 | Algeria","","34.91052","-1.30534","Joint manufacturing plant with INATEL","2004","","","","","<p>In 2004, ZTE <a href=""https://www.lightreading.com/zte-to-open-plant-in-algeria/d/d-id/607228"">announced that it would open</a> a manufacturing facility in Algeria, in collaboration with local company INATEL, to manufacture wireless fixed terminal and other equipment.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3959","8 | ZTE","9 | Commercial partnership","15 | Telecommunications or ICT","59 | Algeria","","35.19139","-0.63451","ATM Mobilis partnership","2006","","","","","<p>In September 2006, ZTE <a href=""https://www.zte.com.cn/global/about/news/350611.html"">was awarded a contract</a> to supply optical network equipment to ATM Mobilis, the largest mobile operator in Algeria.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3960","8 | ZTE","9 | Commercial partnership","15 | Telecommunications or ICT","9 | Angola","","-8.81132","13.25083","Mundostartel agreement","2005","","","","","<p>In 2005, following an agreement with local telecom operator Mundostartel, ZTE <a href=""https://www.ide.go.jp/English/Data/Africa_file/Manualreport/cia_09.html"">deployed</a> a commercial WiMAX network in Angola in its first deployment in Africa.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3961","8 | ZTE","11 | Smart City-Public Security project","15 | Telecommunications or ICT","161 | Nigeria","","8.98870","7.38853","China ZTE loan - NIGCOMSAT","2010","","5 | Chinese state loan","","","<p>In August 2010, the Nigerian Government <a href=""https://china.aiddata.org/projects/30450?iframe=y"">signed an agreement</a> with ZTE to install about 2,000 solar-powered CCTV cameras in Abuja and Lagos. The project was funded thorugh a US$470 million issue by China Eximbank. An additional agreement was subsequently sealed between Nigeria's ministries of Finance and Police Affairs and Nigerian Communications Satellite Limited (NIGCOMSAT) for the management of the CCTV cameras.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3962","27 | Ant Group","7 | Investment or joint venture","","54 | Germany","Berlin","52.47863","13.39709","Europe start-up fund","2021","","","","","<p>In January 2021, Ant Group <a href=""https://www.capital.de/wirtschaft-politik/ant-financial-plant-europa-expansion"">was reportedly working</a> on a European expansion through a new investment hub in Berlin. According to industry insiders, US$100 million will be raised to invest in local financial start-ups.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3963","4 | Baidu","22 | Investor","","228 | United States","","40.74773","-73.99257","Integrity Partners Inc.","2000","","","","","<p>US-based <a href=""https://www.kas.de/documents/288143/4843367/panorama_digital_asia_v3b_HongShen.pdf/a21ab7b9-8e37-acfa-19a3-955a5881088f"">Integrity Partners</a> is one of Baidu's core investors.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3964","4 | Baidu","22 | Investor","","228 | United States","","37.55744","-122.28787","Peninsula Capital","2000","","","","","<p>US-based <a href=""https://www.kas.de/documents/288143/4843367/panorama_digital_asia_v3b_HongShen.pdf/a21ab7b9-8e37-acfa-19a3-955a5881088f"">Peninsula Capital</a> is one of Baidu's core investors.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3965","3 | Alibaba","7 | Investment or joint venture","","228 | United States","","37.40180","-122.05604","TangoMe Inc.","2014","","","","","<p>In March 2014, Alibaba <a href=""https://www.wsj.com/articles/SB10001424052702304026304579449702693441792"">invested</a> US$215 million in mobile-messaging start-up TangoMe Inc.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3966","3 | Alibaba","7 | Investment or joint venture","","228 | United States","","37.78219","-122.40268","Kabam Inc.","2014","","","","","<p>In July 2014, Alibaba <a href=""https://www.wsj.com/articles/BL-VCDB-15138"">announced that it would invest</a> US$$120 million in gaming start-up Kabam Inc.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3967","3 | Alibaba","7 | Investment or joint venture","","54 | Germany","","48.10660","11.53505","KONUX","2019","","","","","<p>In February 2019, <a href=""https://tech.eu/brief/report-alibaba-group-invests-e30-million-in-german-industrial-iot-startup-konux/"">Alibaba invested</a> in German industrial IoT start-up KONUX.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3968","8 | ZTE","4 | Training","5 | Overseas Office","85 | Equatorial Guinea","Ciudad de la Paz","1.58274","10.81990","ZTE University Training Center","2015","","","","","<p>In August 2015, ZTE <a href=""https://www.zte.com.cn/global/about/news/443388.html"">completed the construction</a> of Equatorial Guinea's first communications training institute in Ciudad de la Paz (Oyala). Through the institute, ZTE has been training communications professionals to work for the Equatorial Guinean Government.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3969","8 | ZTE","4 | Training","5 | Overseas Office","228 | United States","Richardson, Texas","32.95820","-96.73399","ZTE University Training Center","2015","","","","","<p>In 2015, <a href=""https://www.bizjournals.com/dallas/blog/techflash/2015/08/zte-usa-opens-americas-training-facility-in.html"">ZTE USA opened</a> a new training centre in Richardson, Texas, as part of ZTE University, to offer customers information about its enterprise networking solutions and demonstrations of integration into existing infrastructure.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3970","8 | ZTE","1 | R&D lab","5 | Overseas Office","47 | Colombia","Bogotá","4.62849","-74.06685","Pontificia Universidad Javeriana training lab","2009","","","","","<p>In November 2009, ZTE <a href=""https://news.softpedia.com/news/ZTE-Announces-New-Telecoms-Lab-in-Colombia-128196.shtml"">opened a training laboratory</a> at the Pontificia Universidad Javeriana in Colombia.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3971","8 | ZTE","4 | Training","7 | Investment or joint venture","108 | Italy","Rome","41.85203","12.62681","ZTE-University of Rome Tor Vergata Joint Training Center","2018","","","","","<p>In July 2018, ZTE Italia <a href=""http://www.zteitalia.it/wp-content/uploads/2018/09/ZTE-Italia-Eng.pdf"">signed an agreement</a> with the University of Rome Tor Vergata to establish the ZTE &ndash; University of Rome Tor Vergata Joint Training Center to develop and promote managerial training.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3972","8 | ZTE","9 | Commercial partnership","","155 | Malaysia","","3.16157","101.61066","PLS Plantation Berhad agreement","2019","","11 | Cloud","","","<p>In April 2019, ZTE <a href=""https://telecomreviewasia.com/index.php/news/industry-news/1483-zte-signs-partnership-agreement-on-smart-agriculture"">signed a partnership</a> agreement with Malaysia's PLS Plantation Berhad to collaborate on smart agriculture solutions through electronic tagging, the IoT, big data and cloud computing.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3973","8 | ZTE","5 | Overseas Office","7 | Investment or joint venture","138 | Montenegro","","42.44389","19.24624","ZTE Montenegro","2009","","","","","<p>In November 2009, ZTE <a href=""https://www.ekapija.com/en/news/259276/chinese-telecommunication-equipment-manufacturer-zte-to-open-branch-office-in-montenegro"">opened</a> a branch office in Montenegro after signing an agreement with Promonte, Telenor's subsidiary.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3974","8 | ZTE","9 | Commercial partnership","","106 | Iran","","36.15260","51.54475","US sanctions case","2017","","","","","<p>In March 2017, ZTE <a href=""https://www.reuters.com/article/us-usa-china-zte-idUSKBN16E1X1"">pleaded guilty and agreed</a> to pay a US$900 million fine after a five-year investigation found that the company had conspired to evade US sanctions by buying US components, incorporating them into its equipment and shipping them to Iran, violating US export controls. ZTE was also charged with illegally shipping telecommunications equipment to North Korea.</p>","","TRUE","","","","","","","","","","","","","","","","","","",""
"3975","8 | ZTE","9 | Commercial partnership","","119 | North Korea","","39.62882","125.62936","US sanctions case","2017","","","","","<p>In March 2017, ZTE <a href=""https://www.reuters.com/article/us-usa-china-zte-idUSKBN16E1X1"">pleaded guilty and agreed</a> to pay a US$900 million fine after a five-year investigation found that the company had conspired to evade US sanctions by buying US components, incorporating them into its equipment and shipping them to Iran, violating US export controls. ZTE was also charged with illegally shipping telecommunications equipment to North Korea.</p>","","TRUE","","","","","","","","","","","","","","","","","","",""
"3976","1 | Huawei","9 | Commercial partnership","","108 | Italy","","41.83104","12.46557","Poste Italiane communications services","2015","","","","","<p>According to <a href=""http://www.chinadaily.com.cn/a/201506/19/WS5a2b4917a310eefe3e99f649.html"">China Daily</a>, Huawei has been providing internal communications services to Italy's postal service provider, Poste Italiane.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3977","1 | Huawei","9 | Commercial partnership","","108 | Italy","","41.90888","12.50185","Trenitalia communications services","2015","","","","","<p>According to <a href=""http://www.chinadaily.com.cn/a/201506/19/WS5a2b4917a310eefe3e99f649.html"">China Daily</a>, Huawei has been providing internal communications services to Italy's primary train operator, Trenitalia.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3978","11 | BGI","5 | Overseas Office","","56 | Denmark","Copenhagen","55.69842","12.55503","BGI Europe","2010","","4 | Biotech","","","<p>In May 2010, BGI <a href=""https://www.genomeweb.com/sequencing/bgi-expands-denmark-plans-10m-headquarters-staff-150#.YGQTT68zaUk"">announced that it would open</a> its European headquarters in Copenhagen, Denmark, where it planned to spend US$10 million and hire up to 150 scientists and support employees.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3979","11 | BGI","3 | Research partnership","","108 | Italy","","43.98914","12.51116","Bioscience Genomics agreement","2016","","4 | Biotech","","","<p>In 2014, BGI <a href=""http://italian.cri.cn/1881/2016/06/20/301s273293.htm"">signed a cooperation agreement</a> with Italy's Bioscience Genomics on genetic sequencing.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3980","5 | China Mobile","2 | Cable","","","","","","","","","","","","<p>China Mobile International is building the H2HE cable that will link Hainan, Guangdong and Hong Kong, as well as providing the landing point in Hong Kong. This cable system will span about 680 kilometres and <a href=""http://web.archive.org/web/20210406050029/https://www.epd.gov.hk/eia/register/profile/latest/dir273/dir273.pdf"">land</a> at Chung Hom Kok within the Hong Kong Special Administerative Region. HMN Tech (previously Huawei Marine) is <a href=""https://archive.is/WCve6"">providing equipment</a> for the project.</p>","hainan-to-hong-kong-express-h2he","FALSE","","","","","","","","","","","","","","","","","","",""
"3981","1 | Huawei","2 | Cable","","","","","","","","","","","","<p>China Mobile International is building the H2HE cable that will link Hainan, Guangdong and Hong Kong, as well as providing the landing point in Hong Kong. This cable system will span about 680 kilometres and <a href=""http://web.archive.org/web/20210406050029/https://www.epd.gov.hk/eia/register/profile/latest/dir273/dir273.pdf"">land</a> at Chung Hom Kok within the Hong Kong Special Administerative Region. HMN Tech (previously Huawei Marine) is <a href=""https://archive.is/WCve6"">providing equipment</a> for the project.</p>","hainan-to-hong-kong-express-h2he","FALSE","","","","","","","","","","","","","","","","","","",""
"3982","3 | Alibaba","9 | Commercial partnership","","14 | Australia","Sydney","-33.89304","151.22169","Animal Logic partnership","2019","","11 | Cloud","","","<p>In October 2019, Alibaba Cloud and Sydney-based digital production studio Animal Logic <a href=""https://archive.fo/D5Aj2"">announced a partnership</a> to 'drive efficiencies of media production by utilising more cloud computing technologies', as the Australian company started backing up its production content onto Alibaba Cloud's computing platform.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3983","3 | Alibaba","9 | Commercial partnership","","14 | Australia","Sydney","-33.87641","151.20596","The Iconic partnership","2017","","","","","<p>In December 2017, Australian online fashion retailer The Iconic <a href=""https://www.ragtrader.com.au/news/the-iconic-debuts-a-new-way-to-search-for-50-000-products"">launched</a> a visual search tool called 'Snap to Shop' using image-search technology developed in partnership with Alibaba Cloud.</p>","","TRUE","","","","","","","","","","","","","","","","","","",""
"3984","27 | Ant Group","9 | Commercial partnership","","168 | New Zealand","","-36.87438","174.85120","Chemist Warehouse partnership","2020","","12 | ePayments","","","<p>In August 2020, Ant Group's online payment platform, Alipay, and Chemist Warehouse <a href=""http://www.voxy.co.nz/business/5/370928"">announced</a> a new partnership to accept Alipay payments in New Zealand.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3985","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","74 | United Kingdom","","51.50565","-0.02070","Refinitiv partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>UK-based Refinitiv is one of several global companies <a href=""https://en.pingwest.com/a/3575"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and AI.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3986","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","112 | Japan","","35.57120","139.68358","Canon partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>Japanese imaging solutions provider Canon is one of several global companies <a href=""https://tamebay.com/2019/09/canon-tap-alibabas-china-gateway-to-expand-beyond-their-borders.html"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and artificial intelligence.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3987","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","228 | United States","","33.97744","-118.39473","The Trade Desk partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>Amerian technology company Trade Desk is one of several global companies <a href=""https://en.pingwest.com/a/3575"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and artificial intelligence.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3988","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","228 | United States","","42.31476","-83.21235","Ford partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>American automotive company Ford Motors is one of several global companies <a href=""https://archive.fo/SlrZQ"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and artificial intelligence.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3989","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","228 | United States","","42.36438","-83.07407","WeWork partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>In 2019, American commercial real estate company WeWork <a href=""https://archive.fo/waN0L"">partnered</a> with Alibaba Cloud to roll out the China Gateway program, targeting international companies to help them use technologies such as data analytics and AI to enter the Chinese market.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3990","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","195 | Singapore","","1.27903","103.85231","DBS SME Banking partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>Singapore's DBS SME Banking is one of several global companies <a href=""https://www.dbs.com/in/sme/businessclass/articles/economic-outlook/dbs-sme-partners-alibaba-cloud"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and AI.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3991","3 | Alibaba","4 | Training","17 | MoU-agreement","195 | Singapore","","1.29628","103.84797","Singapore Management University training","2019","","11 | Cloud","","","<p>In February 2019, the Singapore Management University and Alibaba Cloud <a href=""https://archive.fo/5sQgS"">jointly launched</a> a series of courses to upskill more than 1,000 working professionals in Singapore. This was the first education program set up by Alibaba Cloud outside of China.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3992","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","112 | Japan","","35.66986","139.75915","Shiseido partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>Japanese beauty giant Shiseido is one of several global companies <a href=""https://archive.fo/ACcN3"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and AI.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
"3993","3 | Alibaba","9 | Commercial partnership","3 | Research partnership","14 | Australia","","-37.75112","145.02230","Chemist Warehouse partnership","2019","","1 | Artificial Intelligence","11 | Cloud","","<p>Australian retail pharmacy chain Chemist Warehouse is one of several global companies <a href=""https://archive.fo/LEg3H"">taking part</a> in Alibaba Cloud&lsquo;s China Gateway program, which helps businesses to use technologies such as data analytics and AI.</p>","","FALSE","","","","","","","","","","","","","","","","","","",""
